id,brand,category,subcategory,subsubcategory,color,gender,herhaalaankopen,name,price.selling_price,recommendable
23978,8x4,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,8x4 Men Deodorant Spray Beast 150ml,179,True
7225,8x4,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,8x4 Deodorant Spray Heavenly 150ml,179,False
29438,1Auto,Wonen & vrije tijd,Outdoor en vrije tijd,Outdoor en vrije tijd,,Unisex,True,1Auto Ruitensproeiervloeistof Zomer 4L,179,False
8570,8x4,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,8x4 Deodorant Spray Unity 150 ml,179,False
9196,8x4,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,8x4 for Men Deodorant Spray Urban Spirit 150 ml,179,True
22309,Agfa,Elektronica & media,Elektronica & media,Batterijen,,Unisex,True,Agfaphoto Alkaline Power Batterijen AA 4 st,129,False
8533,8x4,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,8x4 Men Deodorant Spray Discovery 150 ml,179,True
2036,8x4,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,8x4 Deodorant Spray Soft Kiss 150 ml,179,True
29100,Airwick,Huishouden,Toilet en keuken,Toiletblokken,,Gezin,True,Airwick Freshmatic Zijde en Lelie Navul. 250 ml,299,False
16121,Airwick,Huishouden,Toilet en keuken,Toiletblokken,,B2B,True,AirWick Freshmatic Jasmijn & Witte Bloemen Navul. 250 ml,299,True
31625,Airwick,Huishouden,Toilet en keuken,Luchtverfrissers,,B2B,True,Airwick DoubleFresh Elektrische Luchtverfrisser Vanille 2x 19 ml,499,False
16118,Airwick,Huishouden,Toilet en keuken,Toiletblokken,,Gezin,True,Airwick Freshmatic Magnolia&Kersenbloem Navul. 250ml,299,False
8532,8x4,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,8x4 Deodorant Spray Modern Charme 150 ml,179,True
29099,Airwick,Huishouden,Toilet en keuken,Toiletblokken,,Gezin,True,Airwick Freshmatic Navulling Katoen 250 ml,299,False
32476,Airwick,Wonen & vrije tijd,Woonaccessoires,Kaarsen,,Unisex,True,Airwick Essential Oils Berries & Spice Geurkaars 105 gr,229,False
32474,Airwick,Wonen & vrije tijd,Woonaccessoires,Kaarsen,,Unisex,True,Airwick Essential Oils Infusion Geurkaars Apple & Cinnamon,249,False
32520,Agfa,Elektronica & media,Elektronica & media,Batterijen,,Unisex,True,Agfaphoto Alkaline Power Batterijen AAA 4 st,129,False
32482,Airwick,Wonen & vrije tijd,Woonaccessoires,Kaarsen,,Unisex,True,Airwick Essential Oils Vanilla & Brown Sugar Geurkaars 105 gr,229,False
17043,Airwick,Huishouden,Toilet en keuken,Toiletblokken,,Gezin,True,Airwick Freshmatic Lavendel Navul. 250ml,299,False
32480,Airwick,Wonen & vrije tijd,Woonaccessoires,Kaarsen,,Unisex,True,Airwick Essential Oils Infusion Geurkaars Apple & Cinnamon,229,False
29244,Airwick,Wonen & vrije tijd,Woonaccessoires,Kaarsen,,Unisex,True,Airwick Eternal Scents Vanille Geurkaars 1 st,399,False
30811,Airwick,Wonen & vrije tijd,Woonaccessoires,Kaarsen,,Unisex,True,Airwick Eternal Rode Appel Geurkaars 1st,399,False
32483,Airwick,Wonen & vrije tijd,Woonaccessoires,Kaarsen,,Unisex,True,Airwick Essential Oils Infusion Geurkaars Orange & Festive Spice,229,False
31627,Airwick,Wonen & vrije tijd,Woonaccessoires,Kaarsen,,Unisex,True,Airwick Home Signature Geurkaars Lotusbloemen 147 gr,399,False
7673,Ajax,Huishouden,Wassen en schoonmaken,Schoonmaken,,Unisex,True,Ajax Multi-Oppervlakken Fris  Allesreiniger 1250 ml,179,False
31626,Airwick,Wonen & vrije tijd,Woonaccessoires,Kaarsen,,Unisex,True,Airwick Home Signature Cloudberry Geurkaars 147 gr,399,False
7674,Ajax,Huishouden,Wassen en schoonmaken,Schoonmaken,,Unisex,True,Ajax Multi-Oppervlakken Limoen 1250 ml,179,False
5952,Ajax,Huishouden,Wassen en schoonmaken,Schoonmaken,,Gezin,True,Ajax Lentebloem Allesreiniger 1250 ml,179,False
7474,Ajax,Huishouden,Wassen en schoonmaken,Schoonmaken,,Unisex,True,"Ajax Seringenbries Allesreiniger 1,25 l",179,False
4269,Alpifresh,Gezond & verzorging,Lichaamsverzorging,Bodylotion en bodymilk,,Vrouw,True,Alpifresh Vaseline 250 ml,229,False
33298,Always,Gezond & verzorging,Persoonlijke hygiene,Maandverband,,Vrouw,True,Always Long Plus Inlegkruisjes 38st,349,False
2855,Alpifresh,Gezond & verzorging,Lichaamsverzorging,Bodylotion en bodymilk,,Unisex,True,Alpifresh Vaseline 125 ml,149,True
7472,Ajax,Huishouden,Wassen en schoonmaken,Schoonmaken,,Unisex,True,Ajax Multi-Oppervlakken Eucalyptus Alles Reiniger 1250 ml,179,False
33321,Always,Gezond & verzorging,Persoonlijke hygiene,Maandverband,,Vrouw,True,Always Discreet Urine Verlies Inlegkruisjes 28st,249,False
24564,Always,Gezond & verzorging,Persoonlijke hygiene,Maandverband,,Vrouw,True,Always Discreet Tanga Inlegkruisjes 36st,249,False
5180,Always,Gezond & verzorging,Persoonlijke hygiene,Maandverband,,Vrouw,True,Always Normaal Inlegkruisjes 52st,349,False
23061,Amando,Gezond & verzorging,Mini reisverpakkingen,Mini deodorant en geuren,,Man,True,Amando MINI Deo Body Spray 50 ml,99,False
25873,Always,Gezond & verzorging,Persoonlijke hygiene,Maandverband,,Vrouw,True,Always Fresh Flexistyle Inlegkruisjes 100st,399,False
7149,Amando,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,Amando Mystery Deospray 150ml,299,False
7146,Amando,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,Amando Noir Deospray 150ml,298,False
32521,Ambi Pur,Huishouden,Toilet en keuken,Toiletblokken,,Unisex,True,Ambi Pur 3 Volution Lavendel Starter+Navul.,599,False
33295,Always,Gezond & verzorging,Persoonlijke hygiene,Maandverband,,Vrouw,True,Always Maxi Night Maandverband 10 stuks,249,False
20275,Ambi Pur,Huishouden,Toilet en keuken,Toiletblokken,,Unisex,True,Ambi Pur Toiletblok Lavendel Promo Startpakketkit 4 x 55 ml,329,True
20180,Ambi Pur,Huishouden,Toilet en keuken,Toiletblokken,,Unisex,True,Ambi Pur Toiletblok Lavendel Startpakketkit 55 ml,139,True
32522,Ambi Pur,Huishouden,Toilet en keuken,Luchtverfrissers,,Unisex,True,"Ambi Pur Luchtverfrisser Totale Frisheid 5,5 ml",399,False
20169,Ambi Pur,Huishouden,Toilet en keuken,Toiletblokken,,Unisex,True,Ambi Pur Toiletblok Lemon & Lime Startpakketkit 55 ml,139,True
31047,Always,Gezond & verzorging,Persoonlijke hygiene,Maandverband,,Vrouw,True,Always Maxi Normal Plus Maandverband 16st,249,False
2154,Andrelon,Gezond & verzorging,Haarverzorging,Conditioner,,Unisex,True,Andrélon Conditioner Care & Repair 300 ml,229,False
6910,Andrelon,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Andrélon Conditioner Glans Zomertarwe 300 ml,229,False
2551,Andrelon,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Andrélon Glans & Care Conditioner 300 ml,229,True
32523,Ambi Pur,Huishouden,Toilet en keuken,Toiletblokken,,B2B,True,"Ambi Pur Totale Frisheid Navulling 2x 5,5 ml",299,False
2535,Andrelon,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Andrélon Conditioner Perfecte Krul 300 ml,229,False
30414,Andrelon,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Andrélon Conditioner Kokos Boost 300 ml,229,False
2552,Andrelon,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Andrélon Conditioner Levendige Kleur 300 ml,229,False
31729,Andrelon,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Gezin,True,Andrélon Lotus Ginko Bad & Douche 750 ml,249,False
6919,Andrelon,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Andrélon Conditioner Perfecte Puntjes 300 ml,229,False
2554,Andrelon,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Andrélon Steilvol Conditioner 300 ml,229,True
5655,Andrelon,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Andrélon Conditioner Verrassend Volume 300 ml,229,True
20508,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Man,True,Andrélon For Men Hair & Body Shampoo Eucalyptus 50 ml,99,False
2553,Andrelon,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Andrélon Conditioner Zomerblond 300 ml,229,True
2537,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Andrélon Shampoo Glans Zomertarwe 300 ml,229,True
2541,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Andrélon Shampoo Anti-Roos 300 ml,229,False
2153,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Andrélon Shampoo Care & Repair 300 ml,229,False
2540,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Andrélon Shampoo Iedere Dag 300 ml,229,True
2583,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Andrélon Shampoo 2 In 1 300 ml,229,True
5844,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Unisex,True,Andrélon Shampoo Langer Fris 300 ml,229,False
3837,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Man,True,Andrélon Shampoo For Men Iedere Dag 300 ml,229,True
2543,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Man,True,Andrélon Shampoo For Men Hair & Body 300 ml,229,True
2536,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Andrélon Shampoo Perfecte Krul 300 ml,229,False
2539,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Andrélon Levendige Kleur Shampoo 300 ml,149,True
2542,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Unisex,True,Andrélon Veerkracht Shampoo 300 ml,229,False
16605,Andrelon,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Andrélon Volume & Care Conditioner 300 ml,229,False
2547,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Andrélon Steilvol Shampoo 300 ml,229,True
2549,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Andrélon Shampoo Zomerblond 300 ml,229,False
26197,Andrelon,Gezond & verzorging,Haarverzorging,Haarstyling,,Man,True,Andrélon Men Style Restyle Gum 75 ml,399,False
2555,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Andrélon Shampoo Verrassend Volume 300 ml,229,False
4030,Andrelon,Gezond & verzorging,Haarverzorging,Haarstyling,,Vrouw,True,Andrélon Hairspray Verrassend Volume 250 ml,399,True
33555,Apollo,Kleding & sieraden,Dames,Panties en sokken,,Vrouw,True,Apollo Ladies Sneaker sokken 36-41 5 Pack,299,False
7105,Andrelon,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Andrélon Perfecte Puntjes Shampoo 300 ml,229,True
23422,Andrelon,Gezond & verzorging,Haarverzorging,Haarstyling,,Vrouw,True,Andrélon Hairspray Perfecte Krul Booster 150 ml,399,False
31857,Aquafresh,Gezond & verzorging,Mondverzorging,Tandenborstels,,Unisex,True,Aquafresh Flex Protect Tandenborstel Medium,179,False
32785,Aquafresh,Gezond & verzorging,Mondverzorging,Mondwater & spray,,Unisex,True,Aquafresh Tingling Mint Mondwater 500 ml,299,False
32846,Aquafresh,Gezond & verzorging,Mondverzorging,Tandenborstels,,Unisex,True,Aquafresh Flex Protect Tandenborstel Hard,179,False
31852,Aquafresh,Gezond & verzorging,Mondverzorging,Tandenborstels,,Unisex,True,Aquafresh Triple Protection Tandenborstel Medium,179,False
32845,Aquafresh,Gezond & verzorging,Mondverzorging,Tandenborstels,,Unisex,True,Aquafresh Inter Espaces Flex Tandenborstel Medium,229,False
32944,Aquafresh,Gezond & verzorging,Mondverzorging,Tandpasta,,Unisex,True,Aquafresh Mild & Minty Tandpasta 100 ml,129,False
21763,Aquafresh,Gezond & verzorging,Mondverzorging,Tandpasta,,Unisex,True,Aquafresh Tandpasta Fresh & Minty 100 ml,199,False
21762,Aquafresh,Gezond & verzorging,Mondverzorging,Tandpasta,,Unisex,True,Aquafresh Whitening Pomp Tandpasta 100 ml,199,False
32836,Aquafresh,Gezond & verzorging,Mondverzorging,Tandpasta,,Unisex,True,Aquafresh White & Shine Tandpasta 100 ml,179,False
32842,Aquafresh,Gezond & verzorging,Mondverzorging,Tandpasta,,Kinderen,True,Aquafresh Complete Care Original 75 ml,179,False
26306,Aquafresh,Gezond & verzorging,Mondverzorging,Tandpasta,,Unisex,True,Aquafresh Freshmint 75 ml,129,False
32840,Aquafresh,Gezond & verzorging,Mondverzorging,Tandpasta,,Unisex,True,Aquafresh Complete Care Whitening Tandpasta 75 ml,179,False
33587,Aquafresh,Gezond & verzorging,Mondverzorging,Tandpasta,,Unisex,True,Aquafresh Frisse Munt Tandpasta 75 ml,129,False
22234,Argan,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Argan Oil Conditioner 150ml + 100ml gratis,229,True
22235,Argan,Gezond & verzorging,Haarverzorging,Haarkuur en haarmasker,,Vrouw,True,Argan Oil Intens Hydrate Hair Treatment 100ml,399,True
22233,Argan,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Argan Oil Shampoo 150ml + 100ml gratis,229,True
30791,At Home,Huishouden,Toilet en keuken,Luchtverfrissers,,Unisex,True,At Home Automatic Navulling Luchtverfrisser Flower Power 250ml,149,True
32947,Aquafresh,Gezond & verzorging,Mondverzorging,Tandpasta,,Unisex,True,Aquafresh Fresh & Minty Tandpasta 100 ml,129,False
30034,At Home,Huishouden,Toilet en keuken,Toiletblokken,,Kinderen,True,At Home Automatic Lavender Navulling 250 ml,149,False
30790,At Home,Huishouden,Toilet en keuken,Luchtverfrissers,,Vrouw,True,At Home Automatic Navulling Japanese Blossom 250 ml,149,True
24726,At Home,Huishouden,Toilet en keuken,Luchtverfrissers,,Unisex,True,At Home Summer Paradise Luchtverfrisser 400ml,129,False
23111,At Home,Huishouden,Toilet en keuken,Toiletblokken,,Unisex,True,At Home Pine Toiletblok 40 gr,59,False
27063,At Home,Huishouden,Wassen en schoonmaken,Wasverzachter,,Gezin,True,At Home Soft Wasverzachter Spring Secrets 750 ml,129,True
33707,At Home,Huishouden,Toilet en keuken,Toiletblokken,,Gezin,True,At Home Flower Power Toiletblok 2x45 gr,149,False
21858,At Home,Huishouden,Wassen en schoonmaken,Afwasmiddel,,Unisex,True,At home Ultra Citroen Afwasmiddel 500ml,59,True
33533,At Home,Huishouden,Wassen en schoonmaken,Schoonmaken,,Gezin,True,At Home Glas Reinigingsspray 750 ml,129,False
16112,Bio-Oil,Gezond & verzorging,Lichaamsverzorging,Bodylotion en bodymilk,,Unisex,True,Bio-Oil 125 ml,1698,True
30286,Capri-Sun,Eten & drinken,Koude dranken,Overige dranken,,Kinderen,True,Capri-Sun Orange 10 x 200 ml,295,True
8956,Clean,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Unisex,True,Clean Wash Wegwerpwashandjes 5 stuks,99,False
28068,Colgate,Gezond & verzorging,Mondverzorging,Tandenborstels,,Unisex,True,Colgate Extra Clean Tandenborstel Medium,79,True
25363-groen,Bodysecret,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Vrouw,True,Bodysecret Zen Fresh Bodyscrub met zeezout 500 gr,229,False
29198,Dettol,Gezond & verzorging,Lichaamsverzorging,Handzeep en handgel,,Kinderen,True,Dettol No-Touch Navulling Wasgel Groene Thee 250 ml,229,False
31052,BodyX,Gezond & verzorging,Scheren & ontharen,Scheermesjes,,Vrouw,True,Body-X Pure Women Wegwerpmesjes 6 stuks,129,True
3540,Dove,Gezond & verzorging,Lichaamsverzorging,Bodylotion en bodymilk,,Vrouw,True,Dove Bodycrème Silky Nourishment 300 ml,395,True
8545,Dove,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,Dove Deodorant Roller Cotton Soft 50 ml,149,False
26456,Dove,Gezond & verzorging,Lichaamsverzorging,Handzeep en handgel,,Unisex,True,Dove Handzeep Shea Butter 250 ml,149,False
16767,L Oreal,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Elvive Color-Vive Beschermende Shampoo 250 ml,299,False
22184,L Oreal,Gezond & verzorging,Haarverzorging,Haarstyling,,Vrouw,True,L'Oréal Elnett Satin Extra Sterke Fixatie Haarspray 75 ml,249,False
6508,Fa,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,Fa Carribean Lemon Deo Roll-on 50ml,129,False
16050,Fa,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,Fa Men Extreme Cool Deodorant Spray 150 ml,129,False
23181,Fa,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Vrouw,True,Fa Fantasy Moments Douchegel Diamonds & Jade Blossom 250 ml,149,False
31812,KFS-B-Candles,Wonen & vrije tijd,Woonaccessoires,Kaarsen,,Unisex,True,KFS-B-Candles Sugar & Spice Geurkaars,149,False
25492,Dove,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Vrouw,True,Dove Purely Pampering Douche Crème Pistache & Meiklokjes500 ml,299,False
24859,Head And Shoulders,Gezond & verzorging,Haarverzorging,Shampoo,,Unisex,True,Head & Shoulders Menthol Shampoo 300 ml,349,False
1684,L Oreal,Gezond & verzorging,Haarverzorging,Haarkleuring,,Vrouw,True,L'Oréal Préférence Haarkleuring #4.5 Riviera,799,False
33597,Napisan,Gezond & verzorging,Lichaamsverzorging,Handzeep en handgel,,Unisex,True,Napisan No Touch Handzeep Navulling Frisse Komkommer 250 ml,299,False
20162,Nivea,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Vrouw,True,Nivea Verzorgende Douchegel Waterlily & Oil 400 ml,199,False
29776,Oral-B,Gezond & verzorging,Mondverzorging,Tandenborstels,,Vrouw,True,Oral-B Tandenborstel 3D White Medium 1 st,179,False
30825,At Home,Huishouden,Wassen en schoonmaken,Wasmiddel,,Gezin,True,At Home Black Vloeibare Wasmiddel 1000 ml,199,False
5893,Palmolive,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Palmolive Zijde Glans Shampoo 400 ml,179,False
1666,Axe,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,Axe Instinct Deodorant Bodyspray 150 ml,229,False
23963,Axe,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,Axe Deodorant Spray Deep Space 150 ml,229,False
9164,Palmolive,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Vrouw,True,Palmolive Naturals Ultra Moisturization Douchemelk 250 ml,149,False
29389,Axe,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,Axe Deodorant Spray Musk 150 ml,229,False
20779,Dove,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Dove Shampoo Nourishing Oil Care 250 ml,179,False
5732,Fa,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,Fa Deodorant Caribbean Lemon 150 ml,129,False
28431,Gillette,Gezond & verzorging,Gezichtsverzorging man,Scheren,,Vrouw,True,Gillette Venus & Olaz Houder en Mesje,749,False
28252,Colgate,Gezond & verzorging,Mondverzorging,Tandpasta,,Unisex,True,Colgate Triple Action Tandpasta 100 ml,129,False
4848,Gillette,Gezond & verzorging,Scheren & ontharen,Scheermesjes,,Vrouw,True,Gillette Venus Classic Scheermesjes 4 st,798,False
27384,Schwarzkopf,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Gliss Kur Hair Repair Ultimate Oil Elixir Conditioner 200 ml,199,True
8185,Schwarzkopf,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Gliss Kur Oil Nutritive 200 ml,199,False
26018,Herbal,Gezond & verzorging,Haarverzorging,Conditioner,,Vrouw,True,Herbal Essences Krachtige Kleur Conditioner 200 ml,229,False
1693,L Oreal,Gezond & verzorging,Haarverzorging,Haarkleuring,,Vrouw,True,L'Oréal Préférence Haarkleuring #8.3 Cannes,799,False
1714,Neutral,Huishouden,Wassen en schoonmaken,Wasmiddel,,Gezin,True,Neutral Vloeibaar Kleur Parfumvrij Wasmiddel 1425 ml,549,False
17186,Nivea,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,Nivea Men Anti-Perspirant Fresh Active 50 ml,199,False
23497,Nivea,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Vrouw,True,Nivea Creme Coconut Shower Cream 250 ml,199,False
24799,Nivea,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Vrouw,True,Nivea Hawaii Flower & Oil Shower Gel 250 ml,199,False
29964,Nivea,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,Nivea Men Invisible Black & White Deospray 200 ml,249,False
22161,Nivea,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Vrouw,True,Nivea Verzorgende Douchecrème Care & Magnolia 250 ml,199,False
20025,Nivea,Gezond & verzorging,Gezichtsverzorging vrouw,Dagcreme,,Unisex,True,Nivea Soft Hydraterende Crème met Jojoba-Olie & Vitamine E 200 ml,399,True
9395,Nivea,Gezond & verzorging,Haarverzorging,Shampoo,,Vrouw,True,Nivea Verzorgende Shampoo Classic Care 250 ml,199,False
29738,Nivea,Gezond & verzorging,Lichaamsverzorging,Zonnebrand en aftersun,,Unisex,True,Nivea Sun Protect&Refresh Zonnebrand SPF30 200 ml,599,False
17013,Nivea,Gezond & verzorging,Haarverzorging,Haarstyling,,Vrouw,True,Nivea Styling Mousse Volume Sensation 150 ml,299,True
32897,Nivea,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,Nivea Fresh Flower Deospray 150 ml,229,False
29122,Blue Wonder,Huishouden,Overig huishoudelijk,Overige huishoudelijke artikelen,,Unisex,True,Blue Wonder Alle Vloeren Reinigingsspray 750ml,99,False
26521,Bodysecret,Gezond & verzorging,Lichaamsverzorging,Handzeep en handgel,,Unisex,True,Body Secret Handzeep Pink Spring 500ml,99,False
26157,Bright,Gezond & verzorging,Optiek,Lenzen,,Unisex,True,Bright Eyes Lensvloeistof Zachte Lenzen 250 ml,249,False
3062,Palmolive,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Vrouw,True,Palmolive Naturals Pampering Touch Douchemelk 250 ml,149,False
9426,Byphasse,Gezond & verzorging,Persoonlijke hygiene,Intiemverzorging,,Vrouw,True,Byphasse Intiem Doekjes 20 stuks,179,False
1553,Denim,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,Denim Original Deospray 150ml,149,True
3846,Dove,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,Dove Deodorant Spray Original 150 ml,199,False
2261,Palmolive,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Senior,True,Palmolive Naturals Delicate Care Amandelmelk 250 ml,149,False
5879,Diadermine,Gezond & verzorging,Gezichtsverzorging vrouw,Reiniging,,Vrouw,True,Diadermine Reinigingsdoekjes Droge Gevoelige Huid,299,True
1314,Dove,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,Dove Deodorant Spray Silk Dry 250 ml,249,False
16763,L Oreal,Gezond & verzorging,Haarverzorging,Shampoo,,Man,True,Elvive Men Haarverdikker Shampoo 250 ml,299,False
3357,Fa,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,Fa Deodorant Spray Fantasy Moments 150 ml,149,False
5570,Fa,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,Fa Pink Passion Floral Scent Deodorant 150 ml,149,False
26544,Dove,Gezond & verzorging,Lichaamsverzorging,Handzeep en handgel,,Vrouw,True,Dove Zeepblok Pink 100 gr,99,False
1882,Dove,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Vrouw,True,Dove Purely Pampering Douche Crème Natural Caring Oils 250 ml,199,False
2177,Schwarzkopf,Gezond & verzorging,Haarverzorging,Haarstyling,,Vrouw,True,Gliss Kur Liquid Silk Anti-klit Spray 50 ml,599,False
32891,Gillette,Gezond & verzorging,Gezichtsverzorging man,Scheren,,Man,True,Gillette Fusion Proglide Sensitive 2in1 Scheergel 170 ml,399,False
29454,Kinder,Eten & drinken,Snacks en snoep,Snacks en snoep,,Kinderen,True,Kinder Surprise 20 g,100,False
27445,Lip Smacker,Gezond & verzorging,Lichaamsverzorging,Lipverzorging,,Vrouw,True,Lip Smacker Coca Cola Lipbalsem,229,True
24367,Libresse,Gezond & verzorging,Persoonlijke hygiene,Maandverband,,Vrouw,True,Libresse Ultra Thin Maandverband Normal Wings 10 stuks,149,True
24402,Loda,Huishouden,Wassen en schoonmaken,Schoonmaken,,Unisex,True,Loda Soda Kristallen 1kg,99,False
29474,Nivea,Gezond & verzorging,Gezichtsverzorging vrouw,Dagcreme,,Vrouw,True,Nivea Aqua Sensation Dagcrème Droge Huid 50 ml,399,False
17258,Nivea,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Vrouw,True,Nivea Deodorant Roller Invisible For Black & White 50 ml,199,False
24747,Montagne Jeunesse,Gezond & verzorging,Gezichtsverzorging vrouw,Gezichtsmasker,,Vrouw,True,Montagne Jeunesse Creamy Coconut Gezichtsmasker,179,True
25909,Nivea,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,Nivea Men Invisible Black & White Deoroller 50 ml,199,True
4365,Nivea,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Man,True,Nivea Men Energy Shower Gel 250 ml,199,False
24804,Nivea,Gezond & verzorging,Lichaamsverzorging,Bad en douche,,Man,True,Nivea Men Power Refresh Shower Gel Menthol 250 ml,199,False
8378,Goldline,Gezond & verzorging,Lichaamsverzorging,Bodylotion en bodymilk,,Unisex,True,Goldline Vitamine E Creme Droge en Gevoelige Huid 250 ml,229,True
22221,Nivea,Gezond & verzorging,Gezichtsverzorging man,Scheren,,Man,True,Nivea Men Sensitive Scheerschuim 250 ml,259,False
26226,Nivea,Gezond & verzorging,Haarverzorging,Shampoo,,Man,True,Nivea Men Shampoo Sport 250 ml,199,False
20062,Nivea,Gezond & verzorging,Haarverzorging,Haarstyling,,Vrouw,True,Nivea Styling Spray Ultra Strong 250 ml,299,True
30982,Oral-B,Gezond & verzorging,Mondverzorging,Tandenborstels,,Unisex,True,Oral-B Precision Clean Replacement Brush Heads 10 Stuks,3498,True
29772,Nivea,Gezond & verzorging,Lichaamsverzorging,Zonnebrand en aftersun,,Gezin,True,Nivea Sun Hydraterende After Sun Lotion met Aloë Vera 200 ml,599,False
30628,At Home,Huishouden,Toilet en keuken,Luchtverfrissers,,Gezin,True,At Home Automatic Tropical Vanilla Navulling 250 ml,149,True
24728,At Home,Huishouden,Toilet en keuken,Luchtverfrissers,,Unisex,True,At Home Spring Fields Luchtverfrisser 400 ml,129,True
26185,At Home,Huishouden,Toilet en keuken,Toiletblokken,,B2B,True,At Home Lemon Power 2in1 Toiletblok 2 st,129,False
32511,Oral-B,Gezond & verzorging,Mondverzorging,Tandpasta,,Unisex,True,Oral-B Complete Whitening & Natuurlijk Fris Tandpasta 75 ml,249,False
27729,Axe,Gezond & verzorging,Lichaamsverzorging,Deodorant,,Man,True,Axe Dry Anti-Transpirant Full Control 150 ml,229,False
